case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR8_MB8_PD5,8.0,8.0,5.0,9,B,100,62,0.62,180.01784649662025,180.61593509254737,8.28467341711667,20.0,0.4142336708558335,1.0,0.62,0.1123707757904252,0.13311251253280032,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,10,A,100,67,0.67,20.613545011930942,20.10029204896437,8.237053771612327,20.0,0.41185268858061636,1.0,0.67,0.12652962191099226,0.1134035151267897,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,10,B,100,60,0.6,179.37468668959184,179.98466962578482,8.2258886029347,20.0,0.41129443014673506,1.0,0.6,0.1134035151267897,0.12652962191099226,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,11,A,100,67,0.67,21.243353419001743,20.76492517055361,8.165988862490526,20.0,0.40829944312452626,1.0,0.67,0.1366655732414781,0.14519303909355075,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,11,B,100,69,0.69,178.71976407529317,179.3511836817793,8.148274777260774,20.0,0.40741373886303867,1.0,0.69,0.14519303909355075,0.1366655732414781,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,12,A,100,72,0.72,21.88350465183612,21.39149339251501,8.10976013658533,20.0,0.40548800682926645,1.0,0.72,0.1544955815681911,0.15613134366847115,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,12,B,100,69,0.69,178.09683491768385,178.70088529276242,8.097518996805398,20.0,0.4048759498402699,1.0,0.69,0.15613134366847115,0.1544955815681911,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,13,A,100,70,0.7,22.490351562310664,22.051725503804295,8.040645055964204,20.0,0.4020322527982102,1.0,0.7,0.16041728486496298,0.15759207505283812,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,13,B,100,68,0.68,177.4811538459518,178.06682373282104,8.0571303320921,20.0,0.40285651660460503,1.0,0.68,0.15759207505283812,0.16041728486496298,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,14,A,100,76,0.76,23.12833561392998,22.67401646355802,7.975431066506495,20.0,0.39877155332532477,1.0,0.76,0.18788026810533998,0.12730171093014075,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,14,B,100,50,0.5,176.831236553079,177.4354060924383,8.038784650712508,20.0,0.40193923253562536,1.0,0.5,0.12730171093014075,0.18788026810533998,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,15,A,100,64,0.64,23.76716627397583,23.313132528660507,7.957285403397724,20.0,0.3978642701698862,1.0,0.64,0.16215798715028407,0.17005340168490235,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,15,B,100,62,0.62,176.2418746817671,176.767375964015,7.984444758854306,20.0,0.39922223794271533,1.0,0.62,0.17005340168490235,0.16215798715028407,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,16,A,100,67,0.67,24.405079063276258,23.937421526554317,7.923114280739046,20.0,0.3961557140369523,1.0,0.67,0.17788779313050407,0.17638209398121807,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,16,B,100,63,0.63,175.6224348055148,176.1200029585833,7.955654249505483,20.0,0.39778271247527414,1.0,0.63,0.17638209398121807,0.17788779313050407,0.5555555555555556,1
