case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR2_MB2_PD5,2.0,2.0,5.0,15,A,100,0,46,0.46,100,1.0,24.638548911666764,23.980027639672418,9.475613611860549,20.0,0.47378068059302747,1.0,0.46,1.0,1.9510752403412115,1.9649426544103001,2.046948386235009,0.053379132943624064,0.030760410273930394,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,15,B,100,0,25,0.25,100,1.0,175.32807190065145,176.02309511146188,9.395258712203704,20.0,0.46976293561018523,1.0,0.25,1.0,1.9789467748692458,1.9999999999999696,2.0850136244292146,0.030760410273930394,0.053379132943624064,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,16,A,100,0,23,0.23,100,1.0,25.32537792528252,24.671484254844913,9.471614570324958,20.0,0.4735807285162479,1.0,0.23,1.0,1.95165757001735,1.999999999999997,2.044962437271414,0.0270214094047595,0.03551491335162471,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,16,B,100,0,29,0.29,100,1.0,174.64057079894675,175.32209433697005,9.387878286094477,20.0,0.4693939143047238,1.0,0.29,1.0,1.985273277447842,1.99747884911078,2.0768993614469258,0.03551491335162471,0.0270214094047595,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,17,A,100,0,44,0.44,100,1.0,26.01477440647442,25.36713129591913,9.455110978547083,20.0,0.47275554892735416,1.0,0.44,1.0,1.9720119591753604,1.9977986824064198,2.055706530875547,0.052188592608690354,0.022189626433255394,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,17,B,100,0,18,0.18,100,1.0,173.93458762641473,174.63290609197912,9.372509186004622,20.0,0.46862545930023114,1.0,0.18,1.0,1.995042674219027,2.0000000000000067,2.101923139664531,0.022189626433255394,0.052188592608690354,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,18,A,100,0,9,0.09,100,1.0,26.704431028783358,26.058800712463867,9.4465671641532,20.0,0.47232835820765995,1.0,0.09,1.0,1.9544730226828078,1.9809321390470003,2.0678763030993417,0.010727916891515754,0.021170654971446656,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,18,B,100,0,17,0.17,100,1.0,173.2405852354859,173.93645098161943,9.356996127734572,20.0,0.4678498063867286,1.0,0.17,1.0,1.996127083723804,1.9984655500974922,2.1291106939311173,0.021170654971446656,0.010727916891515754,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,19,A,100,0,25,0.25,100,1.0,27.397555982920686,26.747358942517167,9.44980301792553,20.0,0.47249015089627655,1.0,0.25,1.0,1.9603458076992237,1.9838744253822689,2.060526993476211,0.029429462920304017,0.016303981383414046,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,19,B,100,0,13,0.13,100,1.0,172.5268662859099,173.25863185413488,9.354510874876283,20.0,0.46772554374381414,1.0,0.13,1.0,1.996029424946567,1.9999999999999838,2.0835241733168877,0.016303981383414046,0.029429462920304017,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,20,A,100,0,23,0.23,100,1.0,28.082812700387855,27.443350344730124,9.440375260686787,20.0,0.4720187630343394,1.0,0.23,1.0,1.963592696601486,1.9924079996609276,2.053243371069082,0.026779096730036644,0.008736767759448316,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,20,B,100,0,7,0.07,100,1.0,171.82952231239037,172.5650644157479,9.35409656078709,20.0,0.4677048280393545,1.0,0.07,1.0,1.9886375423346754,1.9999999999999774,2.089820183524721,0.008736767759448316,0.026779096730036644,0.5555555555555556,1
FR2_MB2_PD8,2.0,2.0,8.0,0,A,100,0,33,0.33,100,1.0,14.3840620433566,13.676955262170054,9.362691920596342,20.0,0.4681345960298171,1.0,0.33,1.0,1.9999999999999991,1.9999999999999973,2.0000000000000004,0.04052646724512632,0.004912299060015335,0.2222222222222222,1
FR2_MB2_PD8,2.0,2.0,8.0,0,B,100,0,4,0.04,100,1.0,185.6159379566434,186.32304473782995,9.362691920596344,20.0,0.4681345960298172,1.0,0.04,1.0,1.9999999999999778,1.9999999999999758,2.000000000000016,0.004912299060015335,0.04052646724512632,0.2222222222222222,1
FR2_MB2_PD8,2.0,2.0,8.0,1,A,100,0,92,0.92,100,1.0,15.076640880569425,14.374138493420487,9.34992113355176,20.0,0.467496056677588,1.0,0.92,1.0,1.92472652172172,1.971758655661183,1.9999999999999998,0.11106670958601339,0.02555487478822749,0.2222222222222222,1
