case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
reference_alpha_AB,4.0,5.0,5.0,20,A,100,0,34,0.34,100,1.0,27.895213851182305,27.226026754767304,8.936381293970944,20.0,0.4468190646985472,1.0,0.34,1.0,1.953759668118407,1.9683947018654089,2.0432106450085175,0.05331502965994728,0.005534216466749009,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,20,B,100,0,5,0.05,100,1.0,172.22296102612887,172.446119043978,9.776206965482604,20.0,0.4888103482741302,1.0,0.05,1.0,2.014527162390464,2.0001933467795783,2.16168994542838,0.005534216466749009,0.05331502965994728,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,21,A,100,0,49,0.49,100,1.0,28.571122938578927,27.91560549964383,8.919353684534967,20.0,0.4459676842267483,1.0,0.49,1.0,1.947701038305905,1.979626021514397,2.0381727444018787,0.07733791925886857,0.012448858923938766,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,21,B,100,0,11,0.11,100,1.0,171.54081065717517,171.74447356402234,9.779553654453446,20.0,0.4889776827226723,1.0,0.11,1.0,2.0116730975886297,2.0019577979418877,2.1259858340327558,0.012448858923938766,0.07733791925886857,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,22,A,100,0,40,0.4,100,1.0,29.277043921988984,28.589394769568408,8.902683361786135,20.0,0.4451341680893067,1.0,0.4,1.0,1.9537969231645949,1.994315742675827,2.058758019297515,0.06588345687106978,0.013589330909540287,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,22,B,100,0,12,0.12,100,1.0,170.85906308768298,171.0384298290992,9.779076043916342,20.0,0.48895380219581713,1.0,0.12,1.0,2.001081287507206,2.0002676038595917,2.138305028213975,0.013589330909540287,0.06588345687106978,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,23,A,100,0,32,0.32,100,1.0,29.967429179480828,29.275806832794636,8.88033017623582,20.0,0.444016508811791,1.0,0.32,1.0,1.9690401690233852,1.9892296557902265,2.0864651531892453,0.052905210998796304,0.006700883542045122,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,23,B,100,0,6,0.06,100,1.0,170.20205822393964,170.3138274335679,9.777081361458825,20.0,0.48885406807294124,1.0,0.06,1.0,1.990413619711595,2.0001411517543533,2.1461656764082044,0.006700883542045122,0.052905210998796304,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,24,A,100,0,25,0.25,100,1.0,30.664972619814463,29.95233703263966,8.862485792593816,20.0,0.4431242896296908,1.0,0.25,1.0,1.963771026791553,1.9876581666832231,2.0726572118290156,0.04278799350069862,0.014449530287281909,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,24,B,100,0,13,0.13,100,1.0,169.53256645671857,169.60313020926117,9.775675400128872,20.0,0.4887837700064436,1.0,0.13,1.0,1.9939814875601545,1.9984864081773073,2.142979447481201,0.014449530287281909,0.04278799350069862,0.5555555555555556,1
